X,Y,id,NOME,ORGANIZZAZ,icon_url
15.5248411080108,38.1528788224143,"1",MODULO MARCHE,P.C. MARCHE,./0.png
15.3690918752807,38.2239571953364,"2",MODULO 2,RNRE,./1.png
15.3764934891719,38.2258588317083,"3",MODULO 3,FIRCB,./2.png
15.4273505738933,38.2313898334171,"4",MODULO 4,FIRCB,./2.png
15.9083911124597,37.9345565217706,"5",MODULO 5,FIRCB,./2.png
15.4471355913547,38.1658441486433,"6",TEAM 6,FIRCB + RNRE,./3.png
15.6688945304261,38.0881435953321,"7",TEAM 7,FIRCB + RNRE,./3.png
15.5630174206279,38.215852403013,"8",MODULO 8,RNRE,./1.png
15.470566351321,38.0670610890752,"9",MODULO 8,RNRE,./1.png
